;Id;Impact;Urgency;IncidentType;ServiceProcessed;MailSubject;MailTextBody;ManualGroups
2317;INC000009714206;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_IVR;Tokyo - Interactive Voice Response IVR;sehr geehrte helpdesk  ich bin hier an der ausarbeitung des crisis managmenet teams und definiere darin mitglieder der hotline. jetzt stellen sich mir folgende fragen:   -    wer in tokyo hat alles zugriff auf das programm ivr und ist ermächtigt, darin änderungen vorzunehmen   -    wo können allenfalls zusätzliche zugriffe auf das produktive system tokyo beantragt werden   -    sind diese mengenmässig beschränkt (ich möchte so vielen personen wie möglich zugriff geben, die emergency funktion zu aktivieren und die eingehenden anrufe auf die «hotline» (basismodell: 2 personen, ausbaubar auf bis zu 6 personen) umzuschalten   -    mit wem könnte ich die optimale «software-mässige» einrichtung dieser hotline mündlich besprechen  herzlichen dank für ihre antwort und hilfe.  freundliche grüsse;Interactive_Voice_Response__IVR_
2316;INC000009713949;4-Minor/Localized;4-Low;Failure;EDA_S_APS_OS_BasisSW;Word nicht speicherbar;liebe kolleginnen  oft lassen sich worddokumente wie das angehängte nicht speichern. folgende meldung erscheint:  [cid:image001.jpg@01d5b4af.34242c40]  in den optionen hatte ich die angegebenen änderungen vorgenommen, ohne erfolg.  können sie weiterhelfen?  vielen dank und gruss;
2315;INC000009713544;3-Moderate/Limited;4-Low;Failure;EDA_S_APS_PC;Abu Dhabi / Notebook Dell E7250 0 1 2 3 defekt?;liebe kollegen,  das notebook meiner kollegin in der visasektion «spinnt» immer mehr:  schon seit langer zeit ist es wärmer als andere geräte und fährt von alleine runter (schaltet sich ab). die lüftung ist aber nicht blockiert. seit einigen jahren passiert das täglich 1-2 mal und das geht natürlich nicht, wenn sie am schalter oder telefon (skype) ist. ich möchte sie anfragen, ob man es ersetzen kann.  besten dank wie immer für die hilfe & beste grüsse;
2313;INC000009713541;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Anfrage 1 x Standalone/Traveller Laptop;liebes helpdesk team,  wir brauchen noch einen standalone/traveller laptop für einen zukünftigen mitarbeiter der im januar 2020 anfangen wird. anscheinend ist es nicht mehr möglich, laptops mit batterie nach dprk zu senden – jedoch laptops ohne batterie. ich habe hier noch 2 batterien und würde gerne die batterie für die ältere serie aufbrauchen. haben sie noch einen solchen laptop?  wenn nicht, dann gerne einen für die neue batterie.  danke und viele grüsse;Standalone
2312;INC000009713349;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_Mailbox;Anfrage Mailboxes;ich verwalte 3 mailboxen persönliche inbox vertretung und sa  nun möchte ich auf der automatisierten antwort der vertretungsinbox etwas abändern, doch schaffe ich es nicht auf diese zuzugreifen. früher konnte man aussuchen, welche inbox bearbeitet wurde und unter rules und alerts änderungen machen…. merci für ihre hilfestellung [cid:image005.jpg@01d5b423.acf610c0] isabel ramirez kaiserauer oficina del embajador embajada de suiza 16 calle 0 1 2 3 , zona 10, torre internacional, nivel 14, 0 1 2 3 ciudad de guatemala tel.  : +0 1 2 3  / via lync 0 1 2 3 fax   : +https://www.admin.ch> regional consular centre (r-kc) – centro regional consular en san josé, costa rica https://www.admin.ch www.helpline-eda.ch<http://www.helpline-eda.ch/>  cosude https://www.facebook.com/swisscooperationamericacentral   [cid:image004.png@01d24fe5.a6e4c000] [das smartphone mit der «travel admin app» steht im vordergrund mit der weltkugel im hintergrund. «travel admin» ist geöffnet und zeigt die funktionen der reise-app.]       [cid:image006.png@01d5b423.acf610c0]  please consider the environment before printing this email;Outlook
2311;INC000009713344;4-Minor/Localized;4-Low;Failure;EDA_S_BA_Mailbox;Kein externer Zugriff auf Outlook mehr;"liebe kolleginnen und kollegen,  seit heute habe ich mit meinem laptop über mein private network keinen zugriff mehr auf mein outlook. es popt ein fenster mit einem ! in gelbem dreieck auf und folgendem text: microsoft ldap directory: insufficient access. im unteren randbalken des outlook erscheint: folder was last updated on 15.12.20. dann ein ! in einem dreieck mit dem hinweis ""disconnected"". bis gestern funktionierte der zugriff über dasselbe network problemlos. ich habe den laptop bereits mehrmals runter- und wieder raufgefahren, ohne erfolg.  ich bin euch dankbar für eure unterstützung, damit ich rasch wieder zugriff auf meine daten habe.  mit bestem gruss";
2309;INC000009712738;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_IVR;Umleitung Sprachmailbox Information EDA / Wo-Enden und Feiertagen;liebe kolleginnen und kollegen  mit der bitte um zusätzliche aufschaltung der sprachmitteilung während den feiertagen (über die normalen wo-enden wird die box ja bereits aktiviert):   -    mo, 23.12.19 ab 17h bis fr, 27.12.19 um 09h und   -    mo, 30.12.19 ab 17h bis fr, 3.1.20 um 09h   sollten sie noch fragen stehen wir gerne zur verfügung.  freundliche grüsse;Interactive_Voice_Response__IVR_
2307;INC000009712575;3-Moderate/Limited;3-Medium;Service Request;EDA_S_IT Sicherheit;FW: Hi beirut, you have (6) delayed E-mails;guten tag bern, gehe ich richtig in der annahme, dass es sich bei der u.a. e-mail um einen phishing-versuch oder malware/virus handelt. ich habe keinen link angeklickt, wollte sie lediglich informieren. freundliche grüsse;
2305;INC000009712467;2-Significant/Large;2-High;Failure;EDA_S_BA_ServerAusland;K-Laufwerk / K-drive in Sarajevo Bosnia and Herzegovina not working;dear colleagues,  this morning we noticed that we don't have access to our k-drive. there are also problems with lync for business, we cannot reach you by telephone.  thanks for taking notice and your support.  kind regards;
2304;INC000009712272;4-Minor/Localized;4-Low;Failure;EDA_S_APS_Monitor;BEZZOLA Paolo / Wackelkontalkt des USB Type C-Ports zum Laptop-Anschluss;guten tag  ich bitte sie um ihre hilfe in oben erwähnter angelegenheit, das die zwei gekoppelten bildschirme einen wackelkontakt erfahren.  der wackelkontakt besteht zwischen dem type c-anschluss des laptops und dem tyoe c-stecker.  vielen dank !  gruss;
2303;INC000009712170;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;Elektronische Sigantur;liebes helpdesk  bei meinem neuen notebook finde ich das tool nicht mehr, mit welchem man dokumente elektronisch signieren kann (war ein zusätzliches programm, das installiert werden musste). gibt es eine neue anleitung/tool dafür?  vielen dank für ihre info.  grüsse;Elektronisch_Signieren
2302;INC000009712144;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Standalone / Traveller Notebook ausleihen;sehr geehrte damen und herren  gerne würde ich für eine projektarbeit ein standalone / traveller notebook mit lokalen administratorenrechten beantragen, sodass wir selbst programme installieren können.  mir wurde mitgeteilt, dass diese auch leihweise zu verfügung stehen, da wir es nur ca. 2 monate benötigen.  herzlichen dank für ihre hilfe.  freundliche grüsse;Standalone
2300;INC000009712080;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;HP Kabel;guten morgen nach bern  frau nicole ruder (run) lässt anfragen, ob sie ev. ein zusätzliches kabel zu ihrem notebook haben könnte (0 1 2 3 ).  dürften wir eine solche «reserve» von ihnen bekommen? wenn ja, wären wir froh, wenn das kabel noch auf den dieswöchigen kurier gegeben werden könnte.  besten dank für ihre unterstützung und mit freundlichen grüsse;
2298;INC000009711857;4-Minor/Localized;4-Low;Failure;EDA_S_BA_Internetzugriff;Probleme mit dem Internet;"sehr geehrte damen und herren  ich habe vorhin versucht bei internet auf die imf (international monetary fund) zu zugreifen; jedoch “flackerte” das internet. auch bei anderen institutionen gelang der zugriff nicht. könnten sie mir mitteilen was da los ist?   fg peter schüpbach    peter schüpbach administrator dfa federal department of foreign affairs sdc swiss agency for development and cooperation department of global institutions freiburgstrasse 0 1 2 3 , ch 0 1 2 3 bern / switzerland office a 0 1 2 3 tel: +0 1 2 3 fax: +0 1 2 3 https://www.admin.ch> https://www.admin.ch/>   www.deza.ch<http://www.deza.ch/> [cid:image006.png@01d36f44.87e97680]<https://www.facebook.com/agenda2030switzerland/>[cid:image007.png@01d36f44.87e97680]<https://twitter.com/2030agendach?lang=en>  visit the sdc platform for multilateral cooperation<http://www.sdc-multilateral.ch/>  this e-mail may contain trade secrets or privileged, undisclosed or otherwise confidential information. if you have received this e-mail in error, you are hereby notified that any review, copying or distribution of it is strictly prohibited. please inform us immediately and destroy the original transmittal. thank you for your cooperation.";
2293;INC000009710095;4-Minor/Localized;4-Low;Failure;EDA_S_Netzwerk Ausland;PCPT581  || Kapstadt / Südafrika || neues Ticket : 1912X13729;sehr geehrtes bit team,  folgender ausfall wurde von uns beobachtet:  router       : pcpt581 equant tt nr : 1912x13729 standort     : kapstadt / südafrika  ausfallbeginn : 14/12/2019 14:04 utc  ausfallende   : 14/12/2019 14:12 utc  ausfallursache: noch nicht bekannt   wir möchten sie darauf hinweisen, dass die verbindung seitdem 14/12. um 14:12 uhr utc wieder im normalbetrieb ist.  um den ausfallgrund ermitteln zu können, leiten wir den fall an die lokale telekom weiter.   best regards;
2292;INC000009709531;4-Minor/Localized;4-Low;Failure;EDA_S_BA_Mailbox;emails kommen nicht an;guten tag  ich habe probleme mit dem empfang von emails. von den folgenden adressen sind viele https://www.admin.ch>  ich weiss nicht, ob ich auch andere mails nicht erhalte. ich wäre froh, wenn sie abklären könnten, an was dies liegt.  beste grüsse;
2291;INC000009709506;4-Minor/Localized;4-Low;Failure;EDA_S_Netzdrucker;Multifunktionsgerät Xerox 0 1 2 3 , Bundesgasse 32, 4. Stock Ost;sehr geehrte damen und herren  unser drucker verursacht schwache tonerspuren am unteren rand des blattes. für alltägliche ausdrucke ist es kein problem, auch kann man die spuren ausradieren. aber für wichtige briefe etc. wäre es schon von vorteil, wenn das papier sauber ist. wir gehen davon aus, dass es irgendwo beim papiereinzug schmutzige rollen hat. falls sie mir einen tipp haben, wo ich versuchen könnte zu putzen, probiere ich das gerne aus, bevor wir einen monteur kommen lassen. auch in der 0 1 2 3 seitigen bedienungsanleitung habe ich nichts schlaues gefunden…  freundliche grüsse;
2290;INC000009708896;4-Minor/Localized;4-Low;Failure;EDA_S_APS_PC;Problem Batterie Laptop;guten tag  wie vorhin kurz besprochen, weitet sich mein laptop vorne in der mitte des geräts aus. ein kollege hat mich darauf aufmerksam gemacht, dass dies mit einer defekten batterie zusammenhängen könnte.  mit bestem dank im voraus und freundlichen grüsse;
2289;INC000009708864;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Anfrage betreffend Laptop Austausch - Nr. 0 1 2 3 DELL ;guten tag  könnten sie mir bitte mitteilen, wann der austausch meines laptops geplant ist? ich habe noch das alte dell modell, und die kühlung funktioniert je länger je weniger gut, bei längeren updates wird der laptop jeweils recht heiss.  vielen dank und freundliche grüsse;
2286;INC000009708680;4-Minor/Localized;4-Low;Failure;EDA_S_APS_PC;batterie asset nr. 0 1 2 3 ;liebe kolleginnen und kollegen,   beim asset- nr. 0 1 2 3 , dell, user v. bohac sap 0 1 2 3 , ist die batterie kaputt, können wir es vor ort ersetzen oder möchten sie es aus bern schicken?    dank;
2285;INC000009708663;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;PDF erstellen in Reisekostenabrechnung,;guten tag, ich kann leider keine pdf mehr drucken in meinen reisekostenabrechnungen, können sie mir bitte sagen was ich unternehmen muss, damit es wieder funktioniert?  vielen dank und herzliche grüsse;
2284;INC000009708659;4-Minor/Localized;4-Low;Failure;EDA_S_APS_OS_BasisSW;FW: KeePass;liebe kollegen,  könnten sie bitte mir damit helfen ?  bei mir funktioniert keepass einwandfrei.  sollte herr krimm keepas von swcenter neu installieren ?  freundliche grüsse;Informatiksicherheit
2283;INC000009708333;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_Mailbox;"Mailbox ""entlasten""";guten morgen  damit meine mailbox nicht überläuft, habe ich von der inbox und sent items die mails der vormonate bis und mit 30.9.19 in meinen personal folder «inbox alt» verschoben. doch bei dem size manager hat das genau keinen einfluss. habe immer noch nur 3.09 gb frei, obwohl ich ziemlich viele mails (juli bis sept.) verschoben habe. sind die personal folder nicht mehr ausserhalb des mailservers abgelegt?  danke für ihre antwort und beste grüsse;
2282;INC000009708233;4-Minor/Localized;4-Low;Service Request;EDA_S_Betrieb Übermitttlungssysteme;TC 0 1 2 3 Karte;guten morgen nach bern  am 22.11.19 haben wir für gta eine tc007 karte angefordert. kann es sein, dass diese noch nicht geliefert wurde?  danke für ihre mitteilung und mit freundlichen grüsse;
2281;INC000009708142;4-Minor/Localized;4-Low;Service Request;EDA_S_Netzwerk Ausland;Tokyo - Krisenmanagement-Raum;diese botschaft ist daran, einen krisenmanagement-raum nach den bedürfnissen zur bewältigung einer krise, welche hoffentlich nie kommt, einzurichten. das management team, welches sich regelmässig zu sitzungen trifft, besteht aus rund 8 – 12 mitgliedern und zusätzlich bis zu 5 externen personen. es ist beabsichtigt, dass die externen sich über das wifi der botschaft mit dem internet verbinden können.  für die mitarbeitenden des eda wäre der anschluss an kombv natürlich prädestiniert und am besten. in diesem zusammenhang stellt sich folgende frage:   -    es existieren nur etwa zwei anschlussbuchsen (andere werden für die telefonie verwendet): ist es möglich, dass diese anschlüsse «aufgeteilt» werden? falls ja, wäre es möglich, aus einem oder zwei anschlüssen 10 oder 15 zu machen? falls ja, was für hardware müsste zum einsatz kommen und könnten sie diese liefern?  herzlichen dank für ihre stellungnahme!  freundliche grüsse;
2280;INC000009707798;4-Minor/Localized;4-Low;Service Request;EDA_S_Benutzerunterstützung;wetransfer;liebes helpdesk  da bei eda wetransfer blockiert ist und wir ab und zu schwere «files» extern verschicken (zbsp. präsentation), weiss ich nicht welche plattform ich benutzen sollte. früher hatte eda webtransfer, aber ich glaube dies ist nun nicht mehr gültig. was kann ich benutzen?  [cid:image001.png@01d5b18e.99a509a0]  freundliche grüsse saygilarimla, best regards;Datenaustausch
